Taxa,Max.Rel.Ab,Mean.Rel.Ab,Median.Rel.Ab,Std.dev
Arthrobacter_D sp000816565,5.18460195814758e-05,1.10567172576858e-05,1.22797288797973e-06,1.57720424314048e-05
Bacillus_BE massilionigeriensis,0.000171305544419104,1.10500873962052e-05,0,3.68108982682418e-05
Neorhizobium sp001005825,8.74062322540787e-06,1.10478703207587e-06,0,2.3641602106555e-06
Flavobacterium psychrophilum,0.000175357839591416,1.10438596673548e-05,0,3.33551277089288e-05
Leaf337 sp002929335,0.000135974321104806,1.10406378111859e-05,0,2.95659505440165e-05
UBA3076 sp003194485,2.49214464132861e-05,1.10389152577049e-06,0,4.80281052306915e-06
Sulfurimonas hongkongensis,2.2448374001135e-05,1.10371159931393e-06,0,4.24331677938207e-06
Nanopelagicus sp000383815,0.000213819862728203,1.10367175285386e-05,0,4.36199430446801e-05
UBA3361 sp002339725,7.68448664272995e-05,1.10269795917762e-05,8.18950313925608e-07,2.01796214988918e-05
QHBJ01 sp003243975,7.22587038558129e-05,1.10181664466689e-05,0,2.3632443790589e-05
Polaromonas sp900116715,6.94336958833051e-05,1.10050553458553e-05,2.4834504727446e-06,1.67973336465831e-05
Sediminimonas qiaohouensis,0.000231561642842741,1.10036845260582e-05,0,4.34747162900118e-05
Mycetocola_B reblochoni,0.000214043633868709,1.10020714279894e-05,0,4.0782065852431e-05
Halohasta litchfieldiae,0.000143896657312047,1.10012839956356e-05,0,3.05010413220045e-05
Nocardioides sp001423135,0.000115665385132997,1.10006575559917e-05,0,2.96482595307592e-05
Martelella sp001578105,9.17601872714503e-05,1.09931049143645e-05,0,2.13389069643704e-05
Pseudohongiella sp002706685,0.000100881142317622,1.09905021148315e-05,0,2.53567209294811e-05
Sphingomonas sp001721295,8.34168707486929e-05,1.09885737619731e-05,0,2.23106634078216e-05
Polycyclovorans algicola,0.000111456799418358,1.09878243540343e-05,0,2.75065456750634e-05
Exiguobacterium_A undae,0.000117851275585146,1.09801300752384e-05,0,2.57315734826809e-05
Chryseobacterium_B sp002391865,1.32726011281711e-05,1.09794638176836e-06,0,2.85647878038848e-06
UBA3571 sp002011425,0.000141326683457623,1.09752409481707e-05,0,3.17998142124363e-05
Rhodococcus erythropolis,9.91281533238117e-05,1.09749292625646e-05,0,2.15131336987514e-05
Ralstonia sp000801955,0.000207858631736252,1.09630427040103e-05,0,3.98320484847549e-05
Paraglaciecola agarilytica,2.04407805269675e-05,1.09583463084024e-06,0,3.95949466116201e-06
Allorhizobium sp000247475,0.000247387354658454,1.09490028161351e-05,0,4.65028627482734e-05
PHOS-HE28 sp002360495,8.23468855032398e-05,1.09482016449885e-05,3.81724908672745e-06,1.83706658004666e-05
Pantoea agglomerans,0.000107050683517913,1.09434551772417e-05,0,2.46751955019582e-05
Prevotella sp002251385,0.000175832496145255,1.09413756195568e-05,0,3.62961543046433e-05
PeH17 sp000435055,6.46837353996594e-05,1.09364379950212e-05,3.68048711761905e-06,1.65841158640343e-05
Planctopirus hydrillae,0.000167137940860569,1.0926842767885e-05,0,3.27767820492556e-05
Nitrobacter vulgaris,7.14833914946147e-05,1.09181919210572e-05,3.27578100179726e-06,1.60988325597911e-05
Pandoraea thiooxydans,8.05078765945567e-05,1.09128786689464e-05,3.85230319781625e-06,1.86009704292584e-05
Ruegeria_B marina,0.00015425663047754,1.09120708111543e-05,0,3.19330521803602e-05
Williamsia arboriphila,0.000205167497104923,1.09113817414691e-05,0,3.96946569610249e-05
Micromonospora sp003176735,0.000100323239097164,1.08985880995488e-05,0,2.59007811353163e-05
Luteibacter sp000745055,8.02893834901999e-05,1.0891964109665e-05,0,2.37638657333566e-05
Brevundimonas naejangsanensis,1.59905975286532e-05,1.08892096844296e-06,0,3.20670827273409e-06
Cyclobacterium amurskyense,8.86662775133371e-06,1.08862388987761e-06,0,2.43900697021851e-06
Pseudomonas_E capeferrum,1.24027266356271e-05,1.08752892904287e-06,0,2.79139836958563e-06
Pedobacter terrae,1.09265539910255e-05,1.08622578922039e-06,0,2.82021292692655e-06
Cellulomonas cellasea,6.48530006687815e-05,1.08497547882928e-05,0,2.01259029070495e-05
Demequina pelophila,1.23064986425497e-05,1.08488663761887e-06,0,2.91573358209632e-06
Polynucleobacter sp002797575,0.000207718647449318,1.08393311254819e-05,0,4.06389089628117e-05
Altererythrobacter epoxidivorans,0.000147044855074052,1.0836091484077e-05,0,2.83862702932383e-05
Thioclava sediminum,1.0233755481249e-05,1.08318544820776e-06,0,2.39872113024644e-06
Haematomicrobium sanguinis,0.000248950692550563,1.08294834028285e-05,0,4.71152154758562e-05
UBA6038 sp002307725,6.81837980098744e-05,1.0826364679374e-05,0,2.00885509633593e-05
Rubellimicrobium mesophilum,5.47272533524662e-05,1.08221784915372e-05,3.52778875711424e-06,1.56954128387336e-05
Microbispora sp000511135,9.11347732880314e-05,1.08217717477898e-05,0,2.22893238686059e-05
Paenirhodobacter enshiensis,9.40845261985791e-05,1.08209623596351e-05,0,2.10212428381664e-05
Frankia sp000966285,7.00280000970717e-05,1.08140796973473e-05,0,2.15759282849469e-05
Lyngbya sp000169095,0.000180308765740409,1.08051445503675e-05,0,3.56259207793089e-05
Methanocorpusculum sp002498375,1.45914431007378e-05,1.08026277841939e-06,0,3.16134051769175e-06
UBA10103 sp001783335,0.00014590753807741,1.07924773972701e-05,0,3.78326676508711e-05
Fischerella muscicola_A,1.84501039679865e-05,1.078806839215e-06,0,4.06445412477997e-06
Hanstruepera neustonica,9.68121406077611e-05,1.07848934454446e-05,0,2.4073787763327e-05
AV69 sp003244125,8.35507422238401e-05,1.07793658502174e-05,0,2.18463319605548e-05
Pseudarthrobacter sp000374865,0.000291959047620425,1.07750208105449e-05,0,5.51343996984992e-05
Aliiroseovarius sp002340515,2.90806111058051e-05,1.07695628511555e-06,0,5.48911575175752e-06
Frankia inefficax,0.00013859081263426,1.0767569493956e-05,0,2.82685297688481e-05
Massilia niastensis,0.000141037194762963,1.07670846550015e-05,0,2.85705009841393e-05
BRH-c0 sp002702725,0.000155451591630124,1.07577855803735e-05,0,3.1043365868121e-05
YD12-FULL-57-12 sp001799275,0.000167930247113751,1.07561807328362e-05,3.62644756508399e-07,3.18376519003528e-05
AG2 sp003222065,7.69779153015411e-05,1.07547505540425e-05,0,2.30219307544797e-05
Faecalicatena gnavus,0.000115918349322706,1.07529855764468e-05,0,2.90327026905592e-05
Halarcobacter sp001895145,2.56472672962968e-05,1.07522666375883e-06,0,4.85088396585555e-06
Turicibacter sp001543345,0.000159125612406228,1.0746551354027e-05,0,3.27447766796726e-05
Acinetobacter sp002296655,0.000168964585022979,1.07443975778807e-05,0,3.60411663523318e-05
Flavobacterium xueshanense,0.000134683438620723,1.0743721291509e-05,0,3.31183331684664e-05
Rhodohalobacter halophilus,2.00295713474644e-05,1.07252874838636e-06,0,3.96007987590958e-06
Halorubrum sp000746205,2.19316931115829e-05,1.07143446319501e-06,0,4.17556214092589e-06
Actinotalea fermentans,8.38151234870506e-05,1.07050793477246e-05,0,2.05226591271896e-05
Magnetospirillum sp002435715,8.86710773044834e-06,1.06807201053496e-06,0,1.97372626375162e-06
Herminiimonas arsenicoxydans,6.87286941048275e-05,1.06771614199509e-05,0,2.00015661788208e-05
Methylophilus sp002281475,0.00016653795678582,1.06750809118282e-05,0,3.25244011241471e-05
Palsa-1483 sp003133185,0.000120206255056019,1.0659785271842e-05,0,3.03324291972499e-05
Paraburkholderia phenoliruptrix,0.000120784421458483,1.06549070575036e-05,0,3.12344024839043e-05
T78 sp002409365,0.000180775060196808,1.06537373629242e-05,0,3.8825981723218e-05
Enterobacter cloacae_I,0.000156178075886105,1.06466168928781e-05,0,3.63041898396889e-05
49-20 sp002436085,0.000159499434671396,1.06454534017973e-05,0,3.11532681368352e-05
Thioalkalivibrio thiocyanoxidans,0.000298066228638905,1.06452224513894e-05,0,5.63292225146757e-05
Roseovarius atlanticus,0.000104391641934174,1.064007567804e-05,0,2.39133468535569e-05
Sphingobium sp003248505,9.49763392207127e-05,1.06389004875289e-05,0,2.26451316190654e-05
Allorhizobium selenitireducens,0.000111905144395658,1.06385707262249e-05,0,2.87445697571969e-05
Flavobacterium denitrificans,7.7918240939793e-06,1.06377100600673e-06,0,2.31256180711873e-06
Mycobacterium kansasii_D,0.000114864668080025,1.06364549693482e-05,0,3.1588873245393e-05
UBA4720 sp003221805,0.000159321950115879,1.06327629451388e-05,0,3.28756859415092e-05
Bacillus_A thuringiensis_J,0.000163784835871146,1.06316300545539e-05,0,3.87289973593651e-05
Sebaldella termitidis,8.97934960045402e-06,1.0628029628292e-06,0,2.32220121584286e-06
HL-12 sp002746935,0.000223345294356003,1.06189268014542e-05,0,4.26571899051086e-05
Rhizobium tropici_A,0.000255125977820974,1.06140286002621e-05,0,4.82679157395722e-05
CAG-81 sp900066535,0.000127648182289884,1.06130476969578e-05,0,2.73987866893692e-05
UBA3961 sp002385265,0.000148179186868925,1.06088859072347e-05,0,3.01592990291283e-05
Proteiniphilum sp002410345,0.000295690540741705,1.06073490153578e-05,0,5.58713492538539e-05
UBA5627 sp002419135,2.69626668938978e-05,1.06049783161418e-06,0,5.08635407667606e-06
PHOS-HE28 sp002482775,7.93024349478862e-05,1.06034390615957e-05,2.36428309587073e-06,1.77473047779968e-05
Fen-1039 sp003158675,9.66620704061414e-05,1.05958202922192e-05,0,2.66428280710116e-05
Sphingobacterium wenxiniae,1.15864075313546e-05,1.05943204209339e-06,0,2.82624583709832e-06
Pseudomonas_E putida_T,0.000134521881201802,1.05845561898885e-05,0,3.24474606162941e-05
Microbacterium sp002313585,0.000108972328261298,1.05829044311928e-05,0,2.64385782506633e-05
Psychrobacter piechaudii,0.00010102534286111,1.0579856365465e-05,0,2.72051556747068e-05
Albidiferax sp900104385,7.0405088379242e-05,1.05765231053701e-05,3.88138042273917e-06,1.72152726762433e-05
BOG-1363 sp003136555,7.79932819532802e-05,1.05719540480599e-05,0,1.98185843447965e-05
Streptomyces ambofaciens,0.000160281347812571,1.05621629246e-05,0,3.77248817820113e-05
OLB17 sp003223975,0.000112603303872692,1.05600561412578e-05,0,2.67540094226987e-05
Massilia_B glaciei,5.39945511132574e-05,1.05576645218051e-05,1.00129555147528e-06,1.6834306172902e-05
Roseomonas aestuarii,6.75712120906321e-05,1.05570175267708e-05,4.34188188418971e-06,1.63205114642464e-05
Marinobacter sp002732725,0.000146296213288132,1.05365051581916e-05,0,3.17481580601749e-05
Aneurinibacillus aneurinilyticus,0.000218892259075826,1.05363430473498e-05,0,4.32907836955303e-05
Enterobacter ludwigii,9.20663938721551e-05,1.05361646721075e-05,0,2.29295945021953e-05
Janibacter hoylei,8.48713728605236e-05,1.05358030142873e-05,0,2.19244655718229e-05
Fonsibacter sp000510845,0.000219643750039866,1.05151315964827e-05,0,4.33502154165343e-05
Casp-actino8 sp001510455,2.0296103617272e-05,1.0515021491786e-06,0,3.88711970310489e-06
Methylosarcina_B lacus,0.00013188096561261,1.05134135443627e-05,0,2.97060736080238e-05
Pseudomonas_D salegens,7.27518174468407e-06,1.05036566553061e-06,0,2.08909478312389e-06
Beggiatoa alba,0.000210977400758423,1.05009471781883e-05,0,4.1330410787848e-05
Palsa-465 sp003137075,9.82748597917572e-05,1.0500770936686e-05,0,2.21624790706884e-05
Streptococcus salivarius,1.56518136827071e-05,1.04984272806957e-06,0,3.26860877508857e-06
Microbacterium paludicola,2.93797602602396e-05,1.04927715215141e-06,0,5.55225280194945e-06
Pseudomonas_E mandelii,0.00016636955546736,1.04885835086062e-05,0,3.60274381536168e-05
Gemmatimonas aurantiaca,8.255849162067e-05,1.04863692891816e-05,2.0476799018487e-06,1.80469761144488e-05
Planococcus_A versutus,0.000281433098257462,1.04842433987677e-05,0,5.31218519439652e-05
Pseudaminobacter salicylatoxidans,0.000115728561775168,1.04702695253697e-05,0,2.56640512904629e-05
Flavobacterium haoranii_A,1.32191163596428e-05,1.04697979042478e-06,0,3.20159891789608e-06
Haemophilus_A sputorum,1.34129034656782e-05,1.04660525015322e-06,0,3.14905754833329e-06
Pseudomonas_E sp002979555,2.11856529635712e-05,1.04658104636852e-06,0,4.04546386093503e-06
Pseudomonas_C sp001513025,0.000195385035212379,1.04616320490988e-05,0,3.71639851983982e-05
Palsa-459 sp003135595,0.000110767426714438,1.04540822108673e-05,0,2.24553901923495e-05
Pandoraea sp002216225,9.16636378051654e-05,1.04540473487534e-05,1.78224328029302e-06,1.95988386749218e-05
UBA9959 sp001799735,0.000105163231393455,1.04513273309746e-05,0,2.72760594188905e-05
Pseudomonas_E canadensis,2.54508440237869e-05,1.04485319745992e-06,0,4.80975118681916e-06
Pseudacidovorax sp900156165,5.39272434558284e-05,1.04418036560978e-05,0,1.71504857681133e-05
Vampirovibrio chlorellavorus_B,1.79192686722758e-05,1.04367157617077e-06,0,3.93639755222183e-06
Devosia enhydra,5.19023799497035e-05,1.04323198851238e-05,3.76411789096372e-06,1.41689839030379e-05
Pelagibacterium sp002723255,2.12212620912495e-05,1.0427314368348e-06,0,4.09391775957872e-06
Weeksella massiliensis,9.68121406077611e-05,1.04201103590275e-05,0,2.40253890774243e-05
Marinilactibacillus piezotolerans,0.000250598813140187,1.04194126586227e-05,0,4.72963137157298e-05
Roseofilum sp002340255,0.000154204917605363,1.04157949005198e-05,0,3.30084306222183e-05
Comamonas_B testosteroni,0.000173806535703788,1.04126426493393e-05,0,3.37360971190346e-05
Lactobacillus_G malefermentans,1.3457919455003e-05,1.04080356771807e-06,0,3.2361298072639e-06
Fen-1039 sp003171255,6.32723707852406e-05,1.03919788301014e-05,0,1.74885988256056e-05
UBA4572 sp002387725,0.000135171668018383,1.03881385673273e-05,0,2.70433169029715e-05
Lunatimonas lonarensis,0.000144842254735074,1.03846556554575e-05,0,2.81962601575066e-05
UBA3588 sp002376325,0.000248769682725906,1.03790646502264e-05,0,4.67873785252431e-05
Firm-13 sp002418705,8.82261677515239e-05,1.03682169100938e-05,6.24806310043886e-08,2.09838669269398e-05
Muricauda sp003057865,2.25504556131636e-05,1.03571542991666e-06,0,4.2585270448927e-06
Sulfurimonas autotrophica,1.72785566436247e-05,1.03565671246022e-06,0,3.52024971447277e-06
Streptomyces sp001746365,0.000170288439618092,1.03536942196043e-05,0,3.53686083270372e-05
38-11 sp001509345,0.000229221150167092,1.03479998533865e-05,0,4.33525589175444e-05
Roseivivax lentus,0.000128490485486792,1.03459331737618e-05,0,2.58773638765258e-05
Bact-07 sp002383425,9.22655624324155e-05,1.0340370938358e-05,1.7409007169014e-07,2.09391883261095e-05
CAG-83 sp001916855,5.02478802890058e-05,1.03336502391219e-05,6.29324780759942e-06,1.25003176262849e-05
UBA2264 sp002347475,7.63931975519535e-05,1.03332494615031e-05,0,2.34893351902967e-05
Loktanella sp001420005,6.88609368664536e-05,1.03285282851177e-05,0,1.96778171244028e-05
Methanothrix sp002505805,0.00020423338736011,1.03239404137236e-05,0,3.95976780972304e-05
Pseudomonas_E mosselii,1.83515457459279e-05,1.032363559321e-06,0,3.70059053753938e-06
Arthrobacter_D agilis_D,0.000119481313176078,1.03204836080045e-05,0,2.97821535904933e-05
Sphingobacterium sp002734235,0.000174780805979037,1.03176310313729e-05,0,3.39268042212196e-05
Polaribacter irgensii,2.44967881287386e-05,1.0304170331166e-06,0,4.63294947673927e-06
Mycolicibacterium sp001428895,8.04052676560176e-05,1.03022954594125e-05,0,2.05345412456425e-05
Nitrospira nitrosa,9.27704805586214e-05,1.02831320169426e-05,0,2.33298900614266e-05
GCA-002793235 sp002790175,0.000144761732103337,1.02791933558831e-05,0,2.98602460740643e-05
UBA7878 sp002501205,2.68418215745016e-05,1.02512361940892e-06,0,5.067748937855e-06
Variovorax sp002754375,6.90763171965452e-05,1.02471345339746e-05,0,2.19002599465927e-05
AV80 sp003167555,0.000122058104981378,1.02434789573653e-05,0,2.77020043140463e-05
Sphingobium chlorophenolicum,1.48921316322117e-05,1.02282405535559e-06,0,3.52062578041503e-06
UBA7703 sp002482505,6.33525791919097e-05,1.0227416850536e-05,7.55185121075204e-07,1.93839343616404e-05
Chromatocurvus sp002868715,0.000102684636714148,1.02236390120117e-05,0,2.43916196383344e-05
Rhodopseudomonas palustris_G,5.09394086478178e-05,1.02206369468808e-05,3.34717666094939e-07,1.66449558572461e-05
Massilia_A namucuonensis,9.48003883023905e-05,1.0217360683859e-05,0,2.17523009438202e-05
Ereboglobus sp001650175,6.5564730683574e-05,1.02100953775278e-05,4.30356379891504e-06,1.5320903239402e-05
Pluralibacter gergoviae,2.80604675014188e-05,1.02096749866934e-06,0,5.30017706860558e-06
Acinetobacter rudis,1.28236336481484e-05,1.02077675635963e-06,0,3.22272933980428e-06
PHOS-HE28 sp002396605,0.000156382623288693,1.02066827738323e-05,0,3.13339892491489e-05
Variovorax sp003096925,6.05904780001843e-05,1.02066316033021e-05,1.26272103756385e-06,1.66387700648886e-05
Geodermatophilus sp003208395,0.000138339742321517,1.02030613065648e-05,0,3.15265165044338e-05
Alistipes shahii,8.80887456162624e-05,1.0189410185045e-05,5.40469484339488e-06,1.98966666451639e-05
Methylomirabilis sp003104975,5.65945785108438e-05,1.01837098506261e-05,0,1.81596368863331e-05
Henriciella aquimarina,0.000165427373549938,1.0178122610005e-05,0,3.37394016508585e-05
QHYU01 sp003224235,0.000106048012543648,1.01515367936825e-05,0,2.35605495554752e-05
Pedobacter nanyangensis,0.000206131284653562,1.01514747138959e-05,0,3.97427752057772e-05
Variovorax sp003019815,7.14295039754473e-05,1.01502624842867e-05,0,1.83242093156467e-05
Leucobacter sp900163635,0.000181751094159853,1.0148601092842e-05,0,3.57442959540995e-05
Halobacterium sp001485535,1.09677868824709e-05,1.01455173172724e-06,0,2.69108373479644e-06
Pelagibacterium sp002375765,0.000194734795161114,1.01441153497014e-05,0,3.71474586607369e-05
Bacteroides fragilis,4.12844121099716e-05,1.01330651936237e-05,4.1274460398123e-06,1.23712193585952e-05
Methylobacterium populi,0.000218283977408065,1.0125430744716e-05,0,4.12870574632886e-05
Ga0077555 sp900117415,4.98669643812961e-05,1.0122477674402e-05,1.28021932631716e-06,1.56052522299054e-05
Microvirga ossetica,4.59130157262111e-05,1.01139240005152e-05,3.05514043943753e-06,1.30398375292745e-05
Enterobacter cancerogenus_A,2.67416255288521e-05,1.01097058400658e-06,0,5.04690131345697e-06
Pantoea vagans_A,0.000142807519603635,1.00990262872971e-05,0,3.2585390035319e-05
UBA12068 sp000992325,0.000153538174618268,1.00943430435708e-05,0,3.72123961508475e-05
T78 sp001603765,0.000197923786751529,1.00912953271266e-05,0,3.95360071141263e-05
Cupriavidus sp002011925,0.000122422891487037,1.00868429928799e-05,0,3.0777577446972e-05
Methylomarinum vadi,0.000253597694954499,1.00849316731202e-05,0,4.78439542623125e-05
Methylophaga muralis,1.29023440144422e-05,1.00840951483561e-06,0,2.68965218456725e-06
Porticoccus sp002733125,0.000169488639814279,1.00834160335576e-05,0,3.52772824307724e-05
Lysobacter maris,0.000112074724347791,1.00825791603563e-05,0,2.63525380898344e-05
Tateyamaria omphalii,1.14127305847109e-05,1.00813125127461e-06,0,2.47855549854892e-06
Fen-1039 sp003152995,6.38808773734313e-05,1.0078097202232e-05,0,2.04655765474882e-05
Massilia sp000745265,0.000152127298966547,1.00778520319395e-05,0,3.0007804706942e-05
Desulfosporosinus hippei,0.000120748280544485,1.00651057560247e-05,0,3.04833929895178e-05
Pseudomonas_E sp000952175,7.01204532233678e-05,1.00581706391907e-05,0,2.06924883488352e-05
Acetobacter cerevisiae,0.000281549344698982,1.00553337392494e-05,0,5.32078248476221e-05
Enterobacter hormaechei,0.000220611395496155,1.00470453241363e-05,0,4.2384825305077e-05
UBA2357 sp002344405,0.000134549941669303,1.00367929459963e-05,0,2.728846473621e-05
Spirosoma spitsbergense,0.00025097387991153,1.00367847781907e-05,0,4.74264262560597e-05
Planktothrix serta,0.000172950911475899,1.00092776462113e-05,0,3.37790672952013e-05
Bacteriovorax sp002428265,0.000110109274475567,1.00032063757583e-05,0,2.15130850096603e-05
Pseudomonas_A zhaodongensis,0.630306108325594,0.0303133768773104,0.00318460936231301,0.118164818813785
Palsa-1315 sp003135435,0.215770783574991,0.0206414254239328,7.25817873986858e-05,0.0477321690702225
Cutibacterium acnes,0.146941822706751,0.0167591789572566,0.00303808555847359,0.0328135700892186
Planktothricoides sp001276715,0.236590315769963,0.0142625901440298,0.000365732220270991,0.0475681795190198
Pseudolabrys sp003152455,0.250689752916684,0.0142292174834869,2.23248655625621e-05,0.0490182498036924
Limnohabitans sp003063355,0.186300717266566,0.00934243222884673,0.000140242314044862,0.0358276142149957
Polaromonas sp002256925,0.232115157713336,0.0084035069309535,1.33984793734934e-05,0.0438458663506832
Thiomonas sp000733775,0.0526229917115786,0.008376817302133,9.6269224318803e-05,0.0166354633410179
Thiomonas sp900089495,0.064489568169849,0.00837397344240026,5.94070589292057e-05,0.0160475996999772
Acidovorax_B sp002176815,0.0765978636939477,0.00777752882092004,0.00140641044839741,0.016346245325753
Acidiphilium angustum,0.0651939408864816,0.00776377987056507,1.11090499379768e-05,0.0186593493320384
UBA9957 sp001770955,0.114793015469034,0.00745327941539323,0.000534375108831039,0.0229872497074877
Acidithrix ferrooxidans,0.0715106803160097,0.00667004070676059,1.91641400148308e-05,0.0171539594717945
Clostridium_J sulfidigenes,0.162661471880336,0.00608967802225014,9.84463701621806e-05,0.0306958605678218
Desulfofustis glycolicus,0.156254814144976,0.00581572122140917,1.29179911887224e-05,0.0294906381857574
Kocuria rosea,0.0458896425197871,0.00575878875731775,0.000725916509393875,0.0110820052945442
Salinimicrobium sediminis,0.143377469738962,0.00568798168414409,4.28084002869174e-05,0.0271156867862247
Acidovorax_B defluvii,0.0510615385665971,0.00568198470584704,0.000463872070756574,0.0129399714942067
Acidiphilium multivorum,0.0296234125051107,0.00550182168179106,0.000495322020753645,0.00833640670734291
EhC02 sp002282555,0.0609710867122918,0.00550080693244339,0.0012686166727842,0.0123580708487366
Piscinibacter caeni,0.0251986598401395,0.00519217844121502,0.000221059687418455,0.00830703755577314
Psychrobacter sp001652315,0.0790876151583919,0.00490202206451606,4.96920204854237e-05,0.0156080705171264
Rhodoferax sp002842265,0.0505603217357528,0.00486109481408638,0.00023908568057582,0.0126958708800779
Gallionella acididurans,0.0575557543261759,0.00475657265800686,5.26999022231068e-05,0.0120017950129052
Limnohabitans sp001412535,0.0975408466961673,0.00456103502469262,6.63978832336929e-05,0.0185608322168727
Escherichia flexneri,0.0624007875250263,0.00446538303221176,0.00086667698671301,0.0119271050459765
Salegentibacter mishustinae,0.117295163601035,0.00437094822183801,9.15458049960756e-05,0.022133224146784
RAAP-2 sp003142095,0.0278317223766133,0.00408482394690289,0,0.00802721826920604
Salegentibacter salarius,0.113245890122172,0.00408329526574899,1.66782586712035e-05,0.0213940166836683
Psychrobacter sp002366815,0.106857720223405,0.00386195871870723,0,0.0201859199416171
Paracoccus sp002294185,0.0920043922054075,0.00386184236255874,0.00028076014569346,0.0172936949091825
RAAP-2 sp003138815,0.0239401196545149,0.00381911387502055,0,0.00712899491802935
TH137 sp003060865,0.0327829444300838,0.00376150135096441,0.000347698449489083,0.00943170030096375
GJ-E10 sp000828975,0.0433511669780673,0.00372870110034714,5.32724785255686e-06,0.010972994065537
Bog-532 sp003164955,0.0318945162399385,0.00369641644014001,0.000270421026383779,0.00751649371977765
Acinetobacter johnsonii,0.0381248036357525,0.00363942665921377,0.000486158371656301,0.00951845221455994
Kuenenia stuttgartiensis,0.060416158407222,0.00359967193606458,9.17177378414651e-06,0.013184995897574
Acidovorax_D temperans,0.0230052614238386,0.00355281268334937,0.000687630997714569,0.00664604171244073
Pseudoxanthomonas_A spadix_B,0.0227012891258533,0.0035204680467001,3.03236639070145e-05,0.0066922742190595
Pseudomonas_E fluvialis,0.0533548744188853,0.00349030041407714,6.01456588752898e-05,0.0117117369540387
Flavobacterium sp002422095,0.0408947958275792,0.00346774069173383,7.38430826875027e-05,0.010051944158089
RAAP-2 sp002255315,0.0268568331603572,0.00346695566049689,1.84477121127995e-05,0.00786421902372097
Limnohabitans sp003063265,0.0389564393167955,0.00346671111695586,1.90364765548729e-05,0.0101342027420998
UBA4742 sp002403895,0.0103913167033884,0.00343781509807163,0.00241189398165741,0.00350957363406068
Hydrogenophaga sp001713375,0.0407891589321596,0.00332540995406573,0.000206655277280606,0.010265630291536
Paenisporosarcina quisquiliarum,0.0923914973103381,0.00330359692974585,1.99232071060215e-06,0.0174595883964366
Bradyrhizobium algeriense,0.0225174109533167,0.00328101117009176,3.72111035335763e-05,0.00682082565116805
Desulfosporosinus sp001936615,0.0467796088583699,0.00321442891975422,2.20982991222443e-05,0.0116153172491138
Rhodanobacter sp001617365,0.0269704853254902,0.00310000394264456,5.05673238801742e-06,0.00726006974102919
Thiomonas delicata,0.0269320414877292,0.00308651329540033,5.81312124173614e-05,0.0068349829748959
Aquabacterium sp001770775,0.0192471236267032,0.0030135856981729,0.000446511212805449,0.0055188651215885
Thiomonas sp000377645,0.0242277083676642,0.00300655208456886,5.73793697518414e-05,0.00647162048472883
Ferrovum myxofaciens,0.0237459298654211,0.00289639210986726,1.12444858439002e-05,0.00601037965157883
RAAP-2 sp003136415,0.0198840469003228,0.00283019378900086,0,0.005691219756954
Polaribacter gangjinensis,0.0402564973732857,0.0028040664136928,5.72188803632566e-05,0.00805342234453995
PN-J185 sp001431705,0.0227919088605927,0.00280060755819144,2.94050880901381e-05,0.00668531169075253
Yonghaparkia sp002280615,0.0391401118943296,0.00278926864517562,0.000285648581435435,0.00792641419699373
RBG-16-66-20 sp001770285,0.0253171388990009,0.00278179447326279,5.26291690888543e-06,0.00660520114404262
Bradyrhizobium erythrophlei_D,0.0392300502040197,0.00273504280218382,1.43569200726529e-06,0.00839555918946541
Solibacter sp003136215,0.0330445081503054,0.00269914525993622,0.000100576872807389,0.00711425515075911
RAAP-2 sp003163875,0.0232868419849613,0.00269547689120887,0,0.00612090963700596
Defluviimonas denitrificans,0.0546030865431944,0.00268198452817083,0.0001030971603423,0.0103975067329604
Thauera phenylacetica,0.0179139427552433,0.00265136017295052,0.000611905177122904,0.00492209919256537
Pseudomonas aeruginosa,0.0175444812276487,0.00262264085635772,0.00045891827088963,0.00431785773638504
Tropicimonas isoalkanivorans,0.0659209743532918,0.00260784360498086,4.11815587127327e-05,0.0124174600662037
Ga0077559 sp002282385,0.0715783428170414,0.00258902841314067,2.16429793734649e-05,0.0135207056191109
Aliarcobacter cryaerophilus_A,0.0563130369633523,0.00251270692942801,3.33088275392374e-05,0.0106560612872654
Limnohabitans sp002282445,0.037851980171861,0.00250122939665912,2.25703433589264e-05,0.00908233823160117
Flavobacterium sasangense,0.0235870362330535,0.00249262112632402,8.57572730686894e-05,0.00610034080627237
Porphyrobacter sp001556995,0.0161915377708912,0.00246924188564758,0.000335837759098192,0.00419301103802643
Limnohabitans sp002256145,0.0245352869181982,0.00246868811589838,2.33595358514171e-05,0.00712373336702275
Pseudolabrys sp003133345,0.0214350763053278,0.00241358957084577,3.95600985529095e-06,0.00520141838421843
RAAP-2 sp001443545,0.0240509875139378,0.00240545372277747,1.15218361368203e-05,0.00626154769129555
Terracidiphilus sp003151435,0.0147117140662914,0.00239437589459486,3.12865753548072e-05,0.00435239360903414
AV133 sp003219265,0.0355736635873295,0.00236056048648896,0,0.008203331508067
Granulicella_A sp003138795,0.026578695419469,0.00230910912660025,9.01604781742928e-06,0.00554249436103645
WH-5701 sp002252625,0.0356739128331425,0.00225278040494798,3.4879406754919e-06,0.00724524148382088
Alishewanella agri,0.0244222324514295,0.00224635416016244,6.29241135004706e-05,0.00623346909274222
Acidiphilium sp002279355,0.0169686293998546,0.00224142437616,6.61305292395031e-06,0.00523771720612526
