MG1,JK1,PK3,sP1R,P5S1,P4B2,P2S1,P4S1,JK2,P4S3,MC2,P4WF,PK1,P5WF,fP2R,P5S2,JK3,fP1R,P3WF,MG2,P4S2,sP2R,P2WF,P3S1,MG3,PK2,sP3R,MC3,MC1,fP3R
MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,0,0,0,0,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782.0,0,0,0
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,0,0
MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY,0,1339.0,2226.0,4237.0,1426.0,0,2994.0,0,3427.0,0,0,0,0,0,5205.0,2896.0,3228.0,0,0,3999.0,2701.0,4135.0,1940.0,0,0,2993.0,4343.0,0,0,4487.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0
MEG_254|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0
MEG_250|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,208.0,0,0,0,0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,0,0,0
MEG_7270|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|TRGB,0,0,494.0,1427.0,0,0,0,2614.0,1089.0,0,0,0,0,0,0,858.0,632.0,602.0,0,943.0,801.0,1227.0,0,0,0,747.0,1276.0,0,0,1702.0
MEG_5269|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.0,0,0,0,0,0,0,0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0
MEG_3937|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,0,0,0,882.0,0,0,0,0,783.0,0,0,0,0,0,0,0,0,0,0,902.0,0,0,0,0,0,523.0,678.0,0,0,0
MEG_4379|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|OTRA,0,0,671.0,2139.0,0,0,0,0,1666.0,0,0,0,0,0,0,0,1038.0,0,0,0,0,0,0,0,0,1131.0,1923.0,0,0,0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0
MEG_718|Drugs|betalactams|Class_B_betalactamases|ALG,0,0,0,624.0,0,0,0,0,537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.0,589.0,0,0,0
MEG_754|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0
MEG_6535|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA,0,0,2264.0,4464.0,2667.0,0,0,0,3381.0,0,0,0,0,0,3951.0,6093.0,2469.0,0,0,4250.0,3147.0,2493.0,1954.0,0,0,2773.0,3041.0,0,0,7244.0
MEG_5204|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,66.0,145.0,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.0,0,0,0,0,0,0,625.0,912.0,0,0,0,0,0,0,0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,1163.0,1269.0,3944.0,5872.0,3278.0,6897.0,5249.0,7446.0,4581.0,41771.0,1189.0,0,473.0,0,31661.0,7244.0,1913.0,10948.0,574.0,7370.0,12448.0,16301.0,19378.0,1067.0,2186.0,4032.0,9940.0,0,1357.0,16287.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,76.0,0,0,0,0,0,0,32.0,187.0,0,0,0,0,0,0,188.0
MEG_921|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0
MEG_4720|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0,0,0,0,0,0,0,0,774.0,0,0,0,0,0,0,0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0
MEG_3136|Drugs|betalactams|Class_A_betalactamases|GIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,0,0,0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,84.0
MEG_2715|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0,0,0,0,0,0,0,0
MEG_2996|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6024|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,197.0,0,0,0,0,0,0,15.0
MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0
MEG_2141|Metals|Copper_resistance|Copper_resistance_protein|CTPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0,0,0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,1374.0,1285.0,0,527.0,0,767.0,22499.0,0,0,0,0,6920.0,2636.0,0,564.0,0,2123.0,1968.0,4476.0,3821.0,461.0,0,0,1238.0,0,0,1845.0
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,0,0,0,0,0,0,0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.0,0,0,0,0,0,0,0
MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0
MEG_7083|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0
MEG_1037|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,582.0,0,0,0,0,502.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3918|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXL,0,0,0,597.0,0,0,0,0,449.0,0,0,0,0,0,648.0,652.0,0,0,0,706.0,0,355.0,447.0,0,0,0,480.0,0,0,579.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,0,0,0,1106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.0,0,0,0,0,0,0,0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,10.0
MEG_954|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0
MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,0,0,0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4007|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,0,0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.0,0,0,0
MEG_2865|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,71.0,738.0,0,0,0,0,0,0,0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.0,0,0,0,0,0,0,0
MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,0,0,0,1246.0,0,0,0,0,859.0,0,0,0,0,0,1975.0,0,426.0,0,0,0,0,0,0,0,0,566.0,751.0,0,0,0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371.0,0,0,0,0,0,0,2174.0,1786.0,0,0,0,0,0,0,1108.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0
MEG_4533|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0
MEG_3169|Drugs|betalactams|Class_A_betalactamases|GPC,0,0,0,514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0,0,0,0,0,0,0
MEG_3085|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,670.0,0,0,0,0,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.0,0,0,0
MEG_58|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,372.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4042|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,94.0,169.0,0,0,0,0,0,0,142.0
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,73.0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2241|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719.0,0,0,0,0,0,0,0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,0,0
MEG_3074|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSH,0,0,655.0,1814.0,0,0,0,0,1359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.0,1481.0,0,0,0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,131.0,0,0,0,0,0,0,0
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,600.0,2109.0,2488.0,1432.0,0,6270.0,0,2410.0,0,0,0,381.0,0,5693.0,3114.0,2254.0,0,0,3490.0,3707.0,4914.0,2852.0,1097.0,0,3325.0,6614.0,0,0,7201.0
MEG_3433|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|IRFA,0,0,735.0,2080.0,0,0,0,0,1713.0,0,0,0,0,0,0,1238.0,1077.0,0,0,0,0,1377.0,0,0,0,1238.0,1630.0,0,0,0
MEG_4731|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0
MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0
MEG_5889|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.0,0,0,0,0,0,0,0
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733.0,0,0,0,0,0,0,237.0,119.0,0,0,0,0,0,0,629.0
MEG_4303|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRZ,0,758.0,1087.0,3127.0,0,0,680.0,2218.0,2133.0,0,0,0,0,0,3770.0,1964.0,1202.0,1169.0,0,2961.0,1216.0,2340.0,1211.0,0,0,1608.0,1993.0,0,0,4922.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,0,0,0,0,0,273.0,0,0,0,0,0,0,0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0
MEG_4279|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0,0,0,0,0,0,0,0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0
MEG_3226|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,1676.0,2627.0,6716.0,2634.0,0,1832.0,5561.0,4000.0,34486.0,0,0,0,0,9367.0,6036.0,2827.0,2899.0,221.0,9268.0,3362.0,5411.0,7179.0,0,0,3299.0,6195.0,0,0,5497.0
MEG_2615|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0
MEG_3675|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0
MEG_945|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0
MEG_4013|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2924.0,2066.0,7820.0,11149.0,8995.0,0,63340.0,31523.0,7972.0,46954.0,2770.0,0,0,0,19698.0,16916.0,3829.0,15810.0,554.0,12959.0,28000.0,16971.0,11862.0,1096.0,0,9716.0,25880.0,0,1586.0,17346.0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.0,0,0,0,0,0,0,0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,0,0,0,0,0,0,0
MEG_1187|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXYZ|RequiresSNPConfirmation,0,0,0,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.0,0,0,0,0,0,404.0,0,0,0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0
MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,0,0,0,1678.0,0,0,0,0,1482.0,0,0,0,0,0,0,0,747.0,0,0,0,0,0,0,0,0,1012.0,1232.0,0,0,0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,0,0,0,0,0,0,0
MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,0,289.0,694.0,1614.0,592.0,0,514.0,863.0,767.0,11584.0,0,0,0,0,9649.0,1315.0,708.0,2428.0,73.0,2772.0,743.0,4796.0,3377.0,0,194.0,622.0,2119.0,0,590.0,2768.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,273.0,583.0,0,0,821.0,0,564.0,1553.0,0,0,0,0,4284.0,477.0,0,2823.0,125.0,343.0,2775.0,1572.0,2371.0,93.0,0,196.0,377.0,0,0,4307.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,0,0,0,0,0,0,0
MEG_818|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,2931.0,0,0,0,0,0,0,0,0,0,0,10923.0,0,0,0,0,0,0,5249.0,4732.0,0,0,0,0,0,0,0
MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0
MEG_2625|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.0,0,0,0,0,0,0,0,981.0,0,0,0,0,0,0,0
MEG_2997|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,30.0,54.0,0,0,0,0,0,0,53.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0,0,0,0,0,0,0,0
MEG_5224|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0
MEG_3431|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIB|RequiresSNPConfirmation,0,0,0,836.0,0,0,0,0,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,38.0,150.0,0,0,0,0,0,0,52.0
MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,0,0,0,0,0,0,124.0,1611.0,0,0,0,0,0,0,146.0
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.0,0,0,0,0,0,0,294.0,224.0,0,0,0,0,0,0,894.0
MEG_2622|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,0,0,0,0,0
MEG_906|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0
MEG_2623|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,0,0,0,2374.0,0,0,0,0,1878.0,0,0,0,0,0,0,0,1109.0,0,0,0,0,0,1316.0,0,0,1595.0,1957.0,0,0,3147.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,0,0,0,0,0,0,0
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,0,0,2354.0,4729.0,0,0,2876.0,0,3507.0,0,0,0,0,0,0,6791.0,4235.0,0,0,7572.0,4198.0,3477.0,2497.0,0,0,3611.0,6015.0,0,0,0
MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,0,0,0,0,0,0,0,0,2875.0,0,0,0,0,0,7089.0,0,0,0,0,0,0,3538.0,0,0,0,0,0,0,0,0
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,25.0,0,0,140.0,95.0,0,55.0,0,0,2095.0,377.0,0,0,0,1180.0,175.0,0,54.0,9.0,77.0,95.0,805.0,684.0,48.0,0,0,188.0,108.0,339.0,209.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0,0,0,0,0
